ID,Disease Domain,News Title,News Snippet,Source Domain,Label
RHR-D946,Diabetic Nephropathy,Finerenone reduces albuminuria by 25% in type 1 diabetes and CKD: FINE-ONE phase 3 trial,"The FINE-ONE randomized, double-blind, placebo-controlled trial in adults with type 1 diabetes and CKD found finerenone reduced albuminuria by 25% with a favorable safety profile.",reachmd.com,Real
RHR-D947,Diabetic Nephropathy,"Triple therapy with RAS inhibitors, dapagliflozin, and finerenone shows efficacy in diabetic kidney disease","A real-world study showed the efficacy of triple therapy with RAS inhibitors, dapagliflozin, and finerenone in DKD patients with nephrotic-range proteinuria, with no serious hyperkalemia observed.",pmc.ncbi.nlm.nih.gov,Real
RHR-D948,Diabetic Nephropathy,Finerenone slows CKD progression by 18% relative risk reduction in FIDELIO-DKD trial,"In the phase 3 FIDELIO-DKD trial, finerenone significantly slowed CKD progression and reduced a composite kidney outcome by 18% relative risk versus placebo in patients with type 2 diabetes and CKD.",journals_beta.koreamed.org,Real
RHR-D949,Diabetic Nephropathy,Finerenone and exenatide combination exerts potent nephroprotective effects in diabetic nephropathy,A study demonstrated that co-administration of finerenone and exenatide significantly reduced renal oxidative stress and pro-inflammatory cytokine expression in a diabetic nephropathy rat model.,sciencedirect.com,Real
RHR-D950,Diabetic Nephropathy,2025 update on preventing diabetic kidney disease progression highlights GLP-1 RAs and finerenone,Glucagon-like peptide-1 receptor agonists and finerenone have been shown to have cardio-kidney protective properties and are emerging as effective therapies for slowing kidney function loss in type 2 diabetes.,medicinetoday.com.au,Real
RHR-D951,Diabetic Neuropathy,Paeonia lactiflora-derived extracellular vesicles ameliorate diabetic peripheral neuropathy by modulating immune trafficking,A study demonstrated that extracellular vesicles from Paeonia lactiflora ameliorate diabetic peripheral neuropathy by modulating chemokine-guided immune trafficking in peripheral nerves.,sciencedirect.com,Real
RHR-D952,Diabetic Neuropathy,New diagnostics and treatment perspectives for diabetic peripheral neuropathy reviewed,"A comprehensive review in PubMed addresses new diagnostics and treatment perspectives for diabetic peripheral neuropathy, noting that treatment remains limited and is often restricted to glucose control and symptomatic therapy.",pubmed.ncbi.nlm.nih.gov,Real
RHR-D953,Diabetic Neuropathy,Fermented deglycyrrhizinated licorice shows promise for early-stage diabetic polyneuropathy,A randomized double-blind placebo-controlled study evaluated the efficacy of fermented deglycyrrhizinated licorice root extract in treating early-stage diabetic polyneuropathy.,pmc.ncbi.nlm.nih.gov,Real
RHR-D954,Diabetic Neuropathy,Network meta-analysis optimizes pregabalin dosing strategies for painful diabetic neuropathy,"A systematic review and network meta-analysis evaluated pregabalin dosing strategies for painful diabetic polyneuropathy, finding doses of 300 and 600 mg/day showed pain reduction effects.",pubmed.ncbi.nlm.nih.gov,Real
RHR-D955,Diabetic Neuropathy,Pregabalin efficacy evaluated as monotherapy and combination therapy for diabetic peripheral neuropathy pain,"A study aims to define the efficacy of pregabalin in treating neuropathic pain in diabetic peripheral neuropathy, both as monotherapy and in combination with other commonly used drugs.",epain.org,Real
RHR-D956,Diabetic Neuropathy,Roflumilast compared to alpha-lipoic acid in type 2 diabetes with neuropathy in comparative clinical study,A comparative clinical study evaluated the efficacy and safety of roflumilast compared to alpha-lipoic acid in type 2 diabetic patients with diabetic neuropathy.,tandfonline.com,Real
RHR-D957,Diabetic Neuropathy,"Physiotherapy interventions improve pain, quality of life and nerve conduction in diabetic peripheral neuropathy","A study evaluated the effectiveness of physiotherapy interventions, including physical exercises and electrotherapy, on managing pain and nerve conduction velocity in patients with painful DPN.",journals.lww.com,Real
RHR-D958,Diabetic Neuropathy,10 kHz spinal cord stimulation provides sustained pain relief at 4.1 years post-implantation in PDN,"High-frequency SCS at 10 kHz provided sustained and clinically meaningful improvements in pain and health-related quality of life for PDN patients at 4.1 years postimplantation, with no explants due to inefficacy.",pubmed.ncbi.nlm.nih.gov,Real
RHR-D959,Diabetic Neuropathy,PDN-Sensory trial evaluates 10 kHz spinal cord stimulation for painful diabetic neuropathy,"The PDN-Sensory multicentre, randomised controlled trial evaluates high-frequency 10 kHz spinal cord stimulation for painful diabetic neuropathy, building on significant long-term improvements from the SENZA-PDN study.",pmc.ncbi.nlm.nih.gov,Real
RHR-D960,Diabetic Neuropathy,Tibial nerve neurodynamic techniques improve neuropathy severity and quality of life in diabetic peripheral neuropathy,Adding tibial nerve neurodynamic techniques to a rehabilitative pain management strategy improved neuropathy severity and quality of life in patients with diabetic peripheral neuropathy in a randomized sham-controlled trial.,pubmed.ncbi.nlm.nih.gov,Real
RHR-D961,Diabetic Neuropathy,Platelet-rich plasma therapy alleviates symptoms and enhances nerve function in diabetic peripheral neuropathy,"A case-control study assessed the effectiveness of platelet-rich plasma in managing DPN symptoms and enhancing nerve function, suggesting its potential as an effective treatment option.",link.springer.com,Real
RHR-D962,Diabetic Neuropathy,Nanocurcumin supplementation evaluated for diabetic peripheral neuropathy in randomized double-blind trial,A randomized double-blind clinical trial evaluated the effects of nanocurcumin (40 mg twice daily) compared to placebo in patients with DPN over a 16-week period.,link.springer.com,Real
RHR-D963,Diabetic Neuropathy,About 25% of diabetes patients have painful diabetic peripheral neuropathy,"About 25% of patients with diabetes mellitus have painful diabetic peripheral neuropathy, with chronic hyperglycemia causing neuronal death and nerve regeneration inhibition.",journals.lww.com,Real
RHR-D964,Diabetic Neuropathy,Diabetic peripheral neuropathy prevalence reaches 42% in rural north India,"Diabetic peripheral neuropathy is the most common complication of type 2 diabetes mellitus, with a prevalence rate of 42% in rural north India.",journals.lww.com,Real
RHR-D965,Diabetic Neuropathy,TangBi Formula investigated for painful diabetic distal symmetric polyneuropathy,Research investigates TangBi Formula for the treatment of painful diabetic distal symmetric polyneuropathy.,pubmed.ncbi.nlm.nih.gov,Real
RHR-D966,Diabetic Cardiovascular Disease,2025 Clinical Practice Guidelines for Diabetes present updated cardiovascular risk management recommendations,The 2025 Clinical Practice Guidelines for Diabetes by the Korean Diabetes Association present updated recommendations for cardiovascular risk management in patients with diabetes.,journals_beta.koreamed.org,Real
RHR-D967,Diabetic Cardiovascular Disease,Periodontitis increases cardiovascular risk in people with type 2 diabetes: global real-world analysis,A retrospective cohort study using TriNetX global federated database evaluated the risk of incident cardiovascular-related diseases in people with type 2 diabetes with and without periodontitis.,pubmed.ncbi.nlm.nih.gov,Real
RHR-D968,Diabetic Cardiovascular Disease,Poor glycemic control strongly associated with increased arterial stiffness in type 2 diabetes and CHD,"A cross-sectional study found that poor glycemic control is strongly associated with increased arterial stiffness, dyslipidemia, and systemic inflammation in patients with type 2 diabetes and coronary heart disease.",tandfonline.com,Real
RHR-D969,Diabetic Cardiovascular Disease,"Diabetes established as major risk factor for coronary artery disease, stroke and peripheral arterial disease","Diabetes is an established major risk factor for cardiovascular disease, including coronary artery disease, cerebrovascular disease (stroke or transient ischaemic attack), and peripheral arterial disease.",bestpractice.bmj.com,Real
RHR-D970,Diabetic Cardiovascular Disease,"Type 2 diabetes patients have 72% higher heart attack risk, 52% higher stroke risk","People with type 2 diabetes are at higher risk of cardiovascular diseases, including a 72% higher risk of heart attack, a 52% higher risk of stroke, and an 84% higher risk of heart failure.",ncbi.nlm.nih.gov,Real
RHR-D971,Diabetic Cardiovascular Disease,Diabetes results in 1.5 million deaths annually with higher cardiovascular disease risk,"Diabetes affects around 422 million people and results in 1.5 million deaths annually, with diabetic patients at higher risk for developing cardiovascular conditions including diabetic cardiomyopathy, coronary artery disease, and heart failure.",pubmed.ncbi.nlm.nih.gov,Real
RHR-D972,Diabetic Cardiovascular Disease,"Longer diabetes duration and decreasing eGFR increase risk of MI, ischemic stroke and mortality","Increasing diabetes duration and decreasing eGFR are associated with increased risk of MI, ischemic stroke, and mortality, suggesting diabetes duration should be considered an important risk factor for cardiovascular risk estimation.",journals.lww.com,Real
RHR-D973,Diabetic Cardiovascular Disease,Oral GLP-1 receptor agonist semaglutide approved for cardiovascular risk reduction in type 2 diabetes,The FDA approved the use of oral glucagon-like peptide-1 receptor agonist semaglutide in patients with type 2 diabetes at high risk of major adverse cardiovascular events.,adanews.ada.org,Real
RHR-D974,Diabetic Cardiovascular Disease,Subclinical left ventricular dysfunction detected in diabetic patients without coronary obstruction,"Diabetes increases heart failure risk in patients without coronary artery obstruction, with the concept of diabetic cardiomyopathy first introduced in 1972.",journals.lww.com,Real
RHR-D975,Diabetic Cardiovascular Disease,"Global, Southeast Asian, and Indian diabetes incidence projected to rise by 2045","In 2021, global, Southeast Asian, and Indian diabetes incidence was 10.5%, 8.8%, and 9.6% respectively, projected to rise by 2045.",journals.lww.com,Real
RHR-D976,Diabetic Ketoacidosis,Protocol developed for management of euglycemic diabetic ketoacidosis,"In euDKA, treatment requires a fixed-rate IV insulin infusion to treat ketoacidosis irrespective of presenting glucose level, with dextrose-containing IV fluids titrated to maintain euglycemia.",link.springer.com,Real
RHR-D977,Diabetic Ketoacidosis,Early insulin glargine accelerates DKA resolution and reduces total insulin requirements,A randomized clinical trial found that early combination of insulin glargine U100 or U300 with IV insulin infusion was associated with faster resolution of DKA and reduced total insulin requirements without increasing hypoglycemia or hypokalemia risk.,sciencedirect.com,Real
RHR-D978,Diabetic Ketoacidosis,"Principles of DKA management reviewed: fluid administration, electrolyte control and insulin","A comprehensive review addresses the disease process of diabetic ketoacidosis, considerations before starting SGLT-2 inhibitors, and differences in managing DKA and euglycemic DKA.",ccjm.org,Real
RHR-D979,Diabetic Ketoacidosis,Narrative review addresses diabetic ketoacidosis and hyperosmolar hyperglycemic state overlap syndrome,"A narrative review in the International Journal of Emergency Medicine addresses the DKA and hyperosmolar hyperglycemic state overlap syndrome, outlining initial fluid management protocols.",link.springer.com,Real
RHR-D980,Diabetic Ketoacidosis,Insulin therapy cornerstone of DKA management with low-dose insulin to reduce treatment complications,"Insulin therapy is the cornerstone of DKA management, with the goal of steady gradual reduction of serum glucose by low-dose insulin therapy to reduce risk of hypoglycemia and hypokalemia.",bestpractice.bmj.com,Real
RHR-D981,Diabetic Ketoacidosis,Early NPH insulin use evaluated for DKA management in resource-limited settings,An open-label randomized controlled trial evaluated early use of NPH insulin in the management of diabetic ketoacidosis in resource-limited settings.,link.springer.com,Real
RHR-D982,Diabetic Ketoacidosis,Balanced electrolyte solutions in diabetic ketoacidosis: where does Sterofundin stand?,A critical review examined the role of balanced electrolyte solutions in diabetic ketoacidosis management.,pubmed.ncbi.nlm.nih.gov,Real
RHR-D983,Diabetic Ketoacidosis,Euglycemic diabetic ketoacidosis requires immediate glucose-containing IV fluid to stop ketogenesis,"In euglycemic DKA, the immediate use of a glucose-containing intravenous fluid induces endogenous insulin secretion and stops ketogenesis.",ccjm.org,Real
RHR-D984,Gestational Diabetes,ADIPS releases new consensus recommendations for gestational diabetes screening and diagnosis in June 2025,"New consensus recommendations of the Australasian Diabetes in Pregnancy Society on screening, diagnosis and classification of gestational diabetes were released in June 2025.",australianprescriber.tg.org.au,Real
RHR-D985,Gestational Diabetes,ADA Standards of Care in Diabetes—2025 provides updated perspectives on gestational diabetes management,"In December 2024, the ADA released the Standards of Care in Diabetes—2025, providing updated perspectives on definition, screening, diagnostic criteria, and management strategies for GDM.",jsu-mse.com,Real
RHR-D986,Gestational Diabetes,Goal of GDM therapy is achieving maternal glucose levels as close to normal as possible,"Initial therapy for GDM is usually dietary modification, with insulin started when acceptable glucose levels cannot be maintained with diet alone, and postpartum testing at 4 to 6 weeks following delivery.",bestpractice.bmj.com,Real
RHR-D987,Gestational Diabetes,WHO 2025 recommendations provide evidence-based framework for gestational diabetes care,"The 2025 WHO recommendations provide a systematic, implementable evidence-based framework for gestational diabetes management, emphasizing maternal-fetal outcome-oriented individualized management.",obgy.cn,Real
RHR-D988,Gestational Diabetes,Up to 30% of gestational diabetes patients require pharmacotherapy in addition to lifestyle modifications,"Many patients can achieve target glucose levels with nutritional therapy and moderate exercise alone, but up to 30 percent will require pharmacotherapy.",uptodate.com,Real
RHR-D989,Gestational Diabetes,Intervention in gestational diabetes reduces birth weight and large for gestational age infants,"Randomised control trials have shown that intervention in women with gestational diabetes with dietary advice, monitoring and management of blood glucose reduces birth weight and incidence of large for gestational age infants.",rightdecisions.scot.nhs.uk,Real
RHR-D990,Gestational Diabetes,Metformin versus lifestyle modifications compared for gestational diabetes management,"A cross-sectional study compared the efficacy of metformin versus lifestyle modifications in managing gestational diabetes, particularly in low-resource settings.",jccpractice.com,Real
RHR-D991,Gestational Diabetes,Clinical guidelines for pre-existing and gestational diabetes compared with emphasis on health equity,"A literature review assesses clinical guidelines for pre-existing diabetes and gestational diabetes in diagnosis, management, and maternal-fetal outcomes, emphasizing early intervention and health equity.",pmc.ncbi.nlm.nih.gov,Real
RHR-D992,Gestational Diabetes,"Gestational diabetes update covers screening, diagnosis and maternal management in Australia","An article provides an overview of current best-practice diagnosis and treatment of gestational diabetes in Australia, focusing on maternal management during pregnancy and postpartum.",australianprescriber.tg.org.au,Real
RHR-D993,Diabetic Oral Health,Periodontal treatment associated with improved glycemic control and reduced diabetic complications,"Among patients with T2DM and periodontal disease, periodontal treatment was associated with improved glycemic control and reduced diabetic complication risk across sociodemographic subgroups.",jada.ada.org,Real
RHR-D994,Diabetic Oral Health,Life's Essential 8 score associated with periodontitis in patients with diabetes,Researchers explored the relationship between Life's Essential 8 scores and periodontitis among patients with diabetes in the United States.,engage.ada.org,Real
RHR-D995,Diabetic Oral Health,"Oral microbial dysbiosis associated with type 2 diabetes, cardiovascular disease and chronic kidney disease","A study from 2019 to 2025 found that oral microbial dysbiosis may be associated with cardiovascular disease, Type 2 diabetes, chronic kidney disease, and other systemic conditions.",adanews.ada.org,Real
RHR-D996,Diabetic Oral Health,ADA explores opportunities to educate dentists on Type 1 diabetes oral health implications,The American Dental Association is exploring opportunities to educate dentists on the oral health implications of Type 1 diabetes following a resolution presented to the ADA House of Delegates.,adanews.ada.org,Real
RHR-D997,Diabetic Oral Health,T1D Oral Health Foundation launched to support families affected by Type 1 diabetes,"In January 2025, Dr. Shafaee launched the T1D Oral Health Foundation to support families affected by Type 1 diabetes and provide practical oral health guidance.",adanews.ada.org,Real
RHR-D998,Diabetic Oral Health,Frequent glucose intake in Type 1 diabetes increases risk of dental caries and enamel decalcification,"The oral health risks for patients with Type 1 diabetes are significant, as frequent glucose intake increases the risk of dental caries and enamel decalcification.",adanews.ada.org,Real
RHR-D999,Diabetic Oral Health,Patients with Type 2 diabetes may have heightened risk of dental caries and salivary alterations,Findings suggested that patients with Type 2 diabetes may have a heightened risk of experiencing dental caries and salivary alterations.,adanews.ada.org,Real
RHR-D1000,Diabetic Oral Health,Life's Essential 8 scores correlated with periodontitis occurrence in patients with diabetes,"Findings revealed an association between cardiovascular health and periodontitis, suggesting efforts to improve cardiovascular and oral well-being could be effective in managing diabetes.",adanews.ada.org,Real
RHR-D1001,Diabetic Oral Health,Inflammation from periodontitis linked with heart disease and stroke in people with diabetes,"Ongoing inflammation from periodontitis is linked with heart disease, blocked arteries and stroke; people with diabetes commonly have periodontal disease.",ada.org,Real
RHR-D1002,Diabetic Oral Health,Diabetics at increased risk in extreme heat due to reduced insulin effectiveness,"Heat and fluid loss can reduce insulin effectiveness, accelerate absorption — raising risk of hypoglycemia — and worsen blood glucose control. Many diabetes medications further impair heat tolerance.",adanews.ada.org,Real
RHR-D1003,Diabetes Management,National Diabetes Prevention Program helps participants build healthy habits to prevent type 2 diabetes,"The CDC's yearlong lifestyle change program helps participants build healthy habits that last a lifetime, preventing type 2 diabetes and improving overall health.",cdc.gov,Real
RHR-D1004,Diabetes Management,CDC's Do I Have Prediabetes? campaign results in 26.9 million online risk test completions,"As of June 2025, the CDC's Do I Have Prediabetes? awareness campaign has resulted in 26.9 million online and video prediabetes risk test completions.",cdc.gov,Real
RHR-D1005,Diabetes Management,"National DPP site receives nearly 318,000 visits to find lifestyle change program location","Nearly 318,000 visits have been made to the National DPP site to find a lifestyle change program location.",cdc.gov,Real
RHR-D1006,Diabetes Management,A1C goal for diabetes management is 7% or less according to CDC guidelines,"If your A1C result shows diabetes, the A1C goal is 7% or less, and you can take steps to reverse prediabetes or prevent or delay type 2 diabetes.",cdc.gov,Real
RHR-D1007,Diabetes Management,CDC recommends 22-34 grams of fiber daily for adults according to Dietary Guidelines,"The Dietary Guidelines for Americans, 2020-2025, recommend adults consume 22 to 34 grams of fiber each day based on age and sex.",cdc.gov,Real
RHR-D1008,Diabetes Management,Diabetes self-management education and support helps prevent or delay complications,"DSMES services can help improve blood sugar levels to prevent or delay complications, avoid emergency medical care and save money on healthcare costs.",cdc.gov,Real
RHR-D1009,Diabetes Management,Type 1 diabetes symptoms can appear suddenly in just a few weeks or months,"People with type 1 diabetes in its early stages don't have any symptoms; as type 1 progresses, symptoms can appear suddenly, in just a few weeks or months, and can be severe.",cdc.gov,Real
RHR-D1010,Diabetes Management,Diabetes affects about 830 million people worldwide,Diabetes is a common chronic disease affecting about 830 million people worldwide.,news-medical.net,Real
RHR-D1011,Diabetes Management,Diabetes raises mortality risk after solid-organ transplantation across all organ types,"People with an organ transplant who develop or have existing diabetes are more likely to die than those without diabetes, according to analysis of over 800,000 Americans.",news-medical.net,Real
RHR-D1012,Diabetes Management,New-onset diabetes after organ transplant about as dangerous as pre-existing diabetes for liver and heart recipients,"For people getting a new liver or heart, newly developed diabetes was about as dangerous as having had diabetes for years.",news-medical.net,Real
RHR-D1013,Diabetes Management,Kidney recipients with diabetes have highest mortality risk among all organ transplant types,"In the group of recipients who already had diabetes, kidney recipients had the highest risk by far among all solid-organ transplant types.",news-medical.net,Real
RHR-D1014,Diabetes Management,"At 10 years after transplant, 24 more out of every 100 kidney recipients with diabetes had died","The gap in mortality between diabetic and non-diabetic kidney recipients widened with time: at 10 years, almost 24 more out of every 100 kidney recipients with diabetes had died.",news-medical.net,Real
RHR-D1015,Diabetes Management,Type 2 diabetes complications include microvascular and macrovascular problems,"Type 2 diabetes complications are diverse, including microvascular issues such as retinopathy, nephropathy and neuropathy, as well as macrovascular problems such as coronary artery disease, stroke and peripheral vascular disease.",pmc.ncbi.nlm.nih.gov,Real
RHR-D1016,Diabetes Management,Increasing diabetes duration associated with higher risk of all microvascular complications,"Increasing diabetes duration was associated with higher risk of all microvascular complications, while age at onset of T2DM predicted peripheral neuropathy, nephropathy and ASCVD.",pmc.ncbi.nlm.nih.gov,Real
RHR-D1017,Diabetes Management,Diabetic myonecrosis is a rare complication of poorly controlled diabetes,"Diabetic myonecrosis is a rare complication of poorly controlled diabetes that presents as spontaneous limb pain and swelling, associated with other microvascular complications such as nephropathy or retinopathy.",pubmed.ncbi.nlm.nih.gov,Real
RHR-D1018,Diabetes Management,About 50% of people with diabetes develop diabetic neuropathy,"About 50% of people with diabetes develop diabetic neuropathy, which can cause numbness, discomfort or severe pain, with increased incidence of musculoskeletal disorders.",pubmed.ncbi.nlm.nih.gov,Real
RHR-D1019,Diabetes Management,Men more susceptible to diabetogenic effects of depression and poor sleep than women,"Research indicates that men are more susceptible to the diabetogenic effects of depression and poor sleep compared to women, suggesting a need to incorporate mental health screening into diabetes prevention.",pubmed.ncbi.nlm.nih.gov,Real
RHR-D1020,Diabetes Management,Frozen shoulder and musculoskeletal disorders emerge as hidden complications of diabetes,"Persistently high blood sugar can damage collagen, tendons, ligaments and nerves, increasing the risk of pain, stiffness and mobility problems affecting quality of life.",health.economictimes.indiatimes.com,Real
RHR-D1021,Diabetes Management,Musculoskeletal complications significantly more prevalent in diabetic populations,"MSK complications including diabetic cheiroarthropathy, trigger finger, adhesive capsulitis, carpal tunnel syndrome, DISH and Charcot joint are significantly more prevalent in diabetic populations.",pubmed.ncbi.nlm.nih.gov,Real
RHR-D1022,Diabetes Management,Prevalence of frozen shoulder reaches 13.3% in diabetic patients,"A comprehensive study found musculoskeletal manifestations in diabetic patients including limited joint mobility (18.8%), frozen shoulder (13.3%) and osteoporosis (14.2%).",journals.lww.com,Real
RHR-D1023,Diabetes Management,Rapidly increasing type 2 diabetes disproportionately affects younger age groups,"The rapidly increasing incidence of type 2 diabetes and macrovascular and microvascular complications disproportionately affects younger age groups, according to a decade of evidence.",pubmed.ncbi.nlm.nih.gov,Real
RHR-D1024,Diabetes Management,GLP-1 receptor agonists could reduce risk of hematologic malignancies in Type 2 diabetes,"Glucagon-like peptide-1 receptor agonists could reduce the risk of hematologic malignancies among patients with Type 2 diabetes, including myelodysplastic syndromes and multiple myeloma.",adanews.ada.org,Real
RHR-D1025,Diabetes Management,Semaglutide may benefit patients with peripheral artery disease in Type 2 diabetes,"Weight loss drugs like semaglutide may benefit patients with peripheral artery disease, expanding the cardiovascular protective profile of GLP-1 receptor agonists.",adanews.ada.org,Real
RHR-D1026,Diabetes Management,SGLT2 inhibitors provide most consistent renal protection in patients with T2DM and CKD,"In patients with T2DM and CKD, SGLT2 inhibitors provide the most consistent renal protection, while GLP-1 receptor agonists offer additional but variable benefits.",dom-pubs.onlinelibrary.wiley.com,Real
RHR-D1027,Diabetes Management,International guidelines recommend SGLT2 inhibitors for kidney protection in type 2 diabetes with CKD,International guidelines recommend the use of SGLT2 inhibitors in individuals with type 2 diabetes with an eGFR ?20 ml/min per 1.73 m2 and chronic kidney disease.,pmc.ncbi.nlm.nih.gov,Real
RHR-D1028,Diabetes Management,SGLT2 inhibitors and GLP-1 RAs show benefits beyond glycemic control in diabetic kidney disease,"Beyond their glycemic control capabilities, SGLT2 inhibitors and GLP-1 receptor agonists show significant improvements in renal outcomes in patients with diabetic kidney disease.",thieme-connect.com,Real
RHR-D1029,Diabetes Management,Precision medicine approach targets SGLT2 inhibitor treatment for kidney protection in type 2 diabetes,A precision medicine approach aims to target SGLT2 inhibitor treatment for kidney protection in individuals with type 2 diabetes.,pmc.ncbi.nlm.nih.gov,Real
RHR-D1030,Diabetes Management,SGLT2 inhibitors and GLP-1 receptor agonists play increasing role in renal disease treatment,"Beyond glycemic control, SGLT2 inhibitors and GLP-1 receptor agonists have increasing importance in the treatment of renal diseases.",thieme-connect.com,Real
RHR-D1031,Diabetes Epidemiology,International Diabetes Federation projects over 643 million people living with diabetes by 2030,The International Diabetes Federation projects that the number of people living with diabetes will reach over 643 million globally by 2030.,pmc.ncbi.nlm.nih.gov,Real
RHR-D1032,Diabetes Epidemiology,Global diabetes prevalence reaches 830 million people worldwide,Diabetes is a common chronic disease affecting about 830 million people worldwide.,news-medical.net,Real
RHR-D1033,Diabetes Epidemiology,WHO estimates over 1 billion people globally affected by severe periodontitis with diabetes as risk factor,"In 2025, the World Health Organization estimates that over 1 billion people globally are affected by severe periodontitis, with diabetes as a major risk factor.",pmc.ncbi.nlm.nih.gov,Real
RHR-D1034,Diabetes Epidemiology,Type 2 diabetes in Bangladesh affects approximately 10.8% of population,"In Bangladesh, approximately 10.8% of the population lives with diabetes, with limited access to structured diabetes care.",pmc.ncbi.nlm.nih.gov,Real
RHR-D1035,Diabetes Epidemiology,Diabetes affects over 40 million people in the United States,"Diabetes affects over 40 million people in the United States, according to the American Diabetes Association.",eurekalert.org,Real
RHR-D1036,Diabetes Epidemiology,46% increase in diabetics predicted by 2045 with associated oral health issues,"A 46% increase in the number of diabetics is predicted by 2045, with diabetes associated with a number of oral health issues.",journals.lww.com,Real
RHR-D1037,Diabetes Epidemiology,18.6 million people affected by diabetic foot ulcers annually,Diabetic foot ulcers affect approximately 18.6 million people worldwide annually.,journals.lww.com,Real
RHR-D1038,Diabetes Epidemiology,Diabetic foot ulcers affect 15% of diabetic patients in their lifetime,Foot ulceration affects 15% of diabetic patients in their lifetime and carries a high risk of infection and amputation.,sciencedirect.com,Real
RHR-D1039,Diabetes Epidemiology,Over 116 million Muslims with diabetes fast during Ramadan each year,"Over 116 million Muslims with diabetes fast during Ramadan each year, placing them at risk of fasting glycemic complications.",diabetesjournals.org,Real
RHR-D1040,Diabetes Epidemiology,Diabetic nephropathy occurs in 30-40% of type 2 and 15-25% of type 1 diabetics,"Diabetic nephropathy occurs in 30-40% of type 2 and 15-25% of type 1 diabetics, of whom 5-10% eventually develop end-stage kidney disease.",jstage.jst.go.jp,Real
RHR-D1041,Diabetes Epidemiology,1 in 3 people with diabetes affected by non-proliferative diabetic retinopathy,"Of the nearly 500 million people living with diabetes, one-third are affected by NPDR, the early stage of diabetic eye disease.",europe.ophthalmologytimes.com,Real
RHR-D1042,Diabetes Epidemiology,50% of people with diabetes develop diabetic neuropathy,About 50% of people with diabetes develop diabetic neuropathy.,pubmed.ncbi.nlm.nih.gov,Real
RHR-D1043,Diabetes Epidemiology,25% of diabetes patients have painful diabetic peripheral neuropathy,About 25% of patients with diabetes mellitus have painful diabetic peripheral neuropathy.,journals.lww.com,Real
RHR-D1044,Diabetes Epidemiology,31% of diabetic foot ulcer patients face amputation according to 2024 meta-analysis,31% of affected patients with diabetic foot ulcers resort to amputation.,eurekalert.org,Real
RHR-D1045,Diabetes Epidemiology,9 in 10 Singapore lower extremity amputation patients have diabetes,"In Singapore, close to nine in 10 individuals who had a lower extremity amputation have diabetes.",eurekalert.org,Real
RHR-D1046,Diabetes Technology,CGM-based machine learning model predicts fasting glycemic complications during Ramadan for 116 million Muslims,"A CGM-based prediction model identifies people with diabetes at risk of fasting glycemic complications, providing a practical tool for risk stratification and personalized counseling.",diabetesjournals.org,Real
RHR-D1047,Diabetes Technology,isCGM adoption significantly reduces DKA hospitalizations and healthcare costs in Type 1 diabetes,"Implementation of intermittently scanned continuous glucose monitoring significantly reduced DKA hospital admissions in adults with T1DM, leading to substantial cost savings.",pubmed.ncbi.nlm.nih.gov,Real
RHR-D1048,Diabetes Technology,LEA-Net AI model predicts lower extremity amputation risk 3-5 years before ulcer development,"Singapore General Hospital developed LEA-Net, an AI neural network model that predicts LEA risk 3-5 years before patients develop foot ulcers.",eurekalert.org,Real
RHR-D1049,Diabetes Technology,LEA-Net demonstrates 80% sensitivity and 90% specificity for predicting lower extremity amputation,"Validation on approximately 250,000 patient records demonstrated a sensitivity rate of nearly 80% and specificity rate of close to 90% for LEA prediction.",eurekalert.org,Real
RHR-D1050,Diabetes Technology,"LEA-Net developed using over 580,000 SingHealth patient records over two and a half years","LEA-Net was developed using anonymised data from over 580,000 SingHealth patient records over two and a half years.",eurekalert.org,Real
RHR-D1051,Diabetes Technology,AI-based OCT system reduces unnecessary diabetic eye referrals by nearly two-thirds,"Adding an AI-OCT system to diabetic retinopathy screening reduced false-positive referrals by almost two-thirds, easing pressure on specialist ophthalmology services.",insightnews.com.au,Real
RHR-D1052,Diabetes Technology,Autonomous AI improves eye care team productivity in diabetic eye disease testing,"Published in Nature, the peer-reviewed study is the first to demonstrate significant improvements in medical professional productivity using autonomous AI for diabetic eye disease testing.",orbis.org,Real
RHR-D1053,Diabetes Technology,AI-based DR screening demonstrates high concordance with human grading in primary care settings,"An AI-based DR screening system demonstrated high concordance with human grading, especially when image quality is sufficient, enabling accessible screening without pupil dilation.",iovs.arvojournals.org,Real
RHR-D1054,Diabetes Technology,Point-of-care HbA1c testing in dental settings feasible for diabetes screening,A study assessed the feasibility of screening at-risk dental patients for abnormal blood glucose using chairside finger-stick HbA1c testing.,jada.ada.org,Real
RHR-D1055,Diabetes Technology,Continuous glucose monitoring innovations highlighted at ADA 2025 conference,Innovations and advancements in diabetic ketoacidosis and ketone monitoring technology were featured at the 2025 American Diabetes Association conference.,tandfonline.com,Real
RHR-D1056,Diabetes Treatment,Oral GLP-1 receptor agonist semaglutide approved for cardiovascular risk reduction in Type 2 diabetes,The FDA approved the use of oral semaglutide in patients with Type 2 diabetes at high risk of major adverse cardiovascular events.,adanews.ada.org,Real
RHR-D1057,Diabetes Treatment,SGLT2 inhibitors show significant reduction in liver-related events in Type 2 diabetes,A meta-analysis found that new use of SGLT2 inhibitors was significantly associated with reduced risk of liver-related deaths and decompensation events in Type 2 diabetes patients.,diabetesjournals.org,Real
