id,disease_domain,news_title,news_snippet,source_domain,label
MHF1615,Ophthalmology,Pterygium is caused by UV exposure only,An oversimplified claim ignores other risk factors.,pterygiumuvonly.com,Fake
MHF1616,Ophthalmology,Pinguecula is caused by dry eye only,An oversimplified claim ignores UV factors.,pingueculadryeye.org,Fake
MHF1617,Gastroenterology,Bile salt diarrhea is caused by gallbladder removal only,An oversimplified claim ignores other causes.,bilesaltdiarrheagallbladder.com,Fake
MHF1618,Gastroenterology,Bile acid malabsorption is caused by ileal resection only,An oversimplified claim ignores other causes.,bamilealresection.org,Fake
MHF1619,Oncology,Parathyroid cancer is caused by hyperparathyroidism only,An oversimplified claim ignores genetic factors.,parathyroidhyperparathyroidism.com,Fake
MHF1620,Oncology,C-cell hyperplasia is caused by calcitonin only,An oversimplified claim ignores genetic factors.,ccellhyperplasiacalcitonin.org,Fake
MHF1621,Allergy,Perennial allergic rhinitis is caused by weather,An oversimplified claim ignores indoor allergens.,perennialrhinitisweather.com,Fake
MHF1622,Allergy,Occupational rhinitis is caused by stress,A psychosomatic claim blames work-related rhinitis on emotions.,occupationalrhinitiss tress.org,Fake
MHF1623,Dermatology,Lichen planus is caused by stress,A psychosomatic claim blames skin condition on emotions.,lichenplanusstress.com,Fake
MHF1624,Dermatology,Lichen sclerosus is caused by infection,A myth links genital skin condition to microbes.,lichensclerosusinfection.org,Fake
MHF1625,Ophthalmology,Epithelial basement membrane dystrophy is caused by aging only,An oversimplified claim ignores genetic factors.,ebmdaging.com,Fake
MHF1626,Ophthalmology,Fuchs endothelial dystrophy is caused by contact lenses,A myth links corneal dystrophy to lens wear.,fuchsdystrophycontact.org,Fake
MHF1627,Gastroenterology,Autoimmune gastritis is caused by diet,A myth links autoimmune stomach condition to nutrition.,autoimmune gastritisdiet.com,Fake
MHF1628,Gastroenterology,Hypertrophic gastropathy is caused by medication,An oversimplified claim ignores genetic causes.,hypertrophicgastropathymedication.org,Fake
MHF1629,Oncology,Ovarian sex cord tumor is caused by hormones only,An oversimplified claim ignores genetic factors.,ovariansexcordhormones.com,Fake
MHF1630,Oncology,Testicular sex cord tumor is caused by hormones only,An oversimplified claim ignores genetic factors.,testicularsexcordhormones.org,Fake
MHF1631,Allergy,Aspirin-exacerbated respiratory disease is caused by aspirin allergy,An oversimplified claim ignores NSAID cross-reactivity.,aerdaspirin.com,Fake
MHF1632,Allergy,NSAID-exacerbated disease is caused by allergy,An oversimplified claim says reactions are allergic.,nsadidexacerbatedallergy.org,Fake
MHF1633,Dermatology,Pityriasis rubra pilaris is caused by infection,A myth links skin condition to microbes.,prpinfection.com,Fake
MHF1634,Dermatology,Ichthyosis vulgaris is caused by dry skin only,An oversimplified claim ignores genetic factors.,ichthyosisdryskin.org,Fake
MHF1635,Ophthalmology,Lattice dystrophy is caused by aging only,An oversimplified claim ignores genetic factors.,latticedystrophyaging.com,Fake
MHF1636,Ophthalmology,Granular dystrophy is caused by trauma,A myth links corneal dystrophy to injury.,granular dystrophytrauma.org,Fake
MHF1637,Gastroenterology,Cryptogenic organizing pneumonia is caused by infection,An oversimplified claim ignores drug causes.,copinfection.com,Fake
MHF1638,Gastroenterology,Respiratory bronchiolitis is caused by smoking only,An oversimplified claim ignores other causes.,respiratory bronchiolitissmoking.org,Fake
MHF1639,Oncology,Adenoid cystic carcinoma is caused by genetics only,An oversimplified claim ignores environmental factors.,adenoidcysticgenetics.com,Fake
MHF1640,Oncology,Mucoepidermoid carcinoma is caused by radiation only,An oversimplified claim ignores other causes.,mucoepidermoidradiation.org,Fake
MHF1641,Allergy,Allergic sinusitis is caused by bacteria,An oversimplified claim says sinusitis is infectious.,allergic sinusitisbacteria.com,Fake
MHF1642,Allergy,Non-allergic rhinitis is a myth,A dismissalist claim says non-allergic rhinitis doesn't exist.,nonallergicrhinitismyth.org,Fake
MHF1643,Dermatology,Acrodermatitis enteropathica is caused by diet,A myth links zinc deficiency to food.,acrodermatitisdiet.com,Fake
MHF1644,Dermatology,Kwashiorkor is caused by diet only,An oversimplified claim ignores protein deficiency.,kwashiorkordiet.org,Fake
MHF1645,Ophthalmology,Refractive error is caused by reading only,An oversimplified claim ignores genetic factors.,refractiveerrorreading.com,Fake
MHF1646,Ophthalmology,Asthenopia is caused by eye disease,An oversimplified claim says eye strain indicates disease.,asthenopiaeyedisease.org,Fake
MHF1647,Gastroenterology,Steatosis is caused by alcohol only,An oversimplified claim ignores non-alcoholic causes.,steatosi salcohol.com,Fake
MHF1648,Gastroenterology,NASH is caused by diet only,An oversimplified claim ignores metabolic factors.,nashdiet.org,Fake
MHF1649,Oncology,Cystic adenoma is caused by hormones only,An oversimplified claim ignores genetic factors.,cysticadenomahormones.com,Fake
MHF1650,Oncology,Adenoma is always benign,A dangerous oversimplification ignores malignant potential.,adenomaalwaysbenign.org,Fake
MHF1651,Allergy,Hyper IgE syndrome is caused by allergy,An oversimplified claim says immune condition is allergic.,hyperiges allergy.com,Fake
MHF1652,Allergy,Selective IgA deficiency is caused by infections,A myth links immune deficiency to microbes.,igadeficiencyinfection.org,Fake
MHF1653,Dermatology,Epidermodysplasia verruciformis is caused by HPV only,An oversimplified claim ignores genetic susceptibility.,evhpvonly.com,Fake
MHF1654,Dermatology,Incontinentia pigmenti is caused by infection,A myth links genetic skin condition to microbes.,incontinentiapigmentiinfection.org,Fake
MHF1655,Ophthalmology,Nystagmus is caused by neurological disease only,An oversimplified claim ignores other causes.,nystagmusneuroonly.com,Fake
MHF1656,Ophthalmology,Opsoclonus is caused by infection,A myth links eye movement disorder to microbes.,opsoclonusinfection.org,Fake
MHF1657,Gastroenterology,Gastric antral vascular ectasia is caused by medication,An oversimplified claim ignores other causes.,gave medication.com,Fake
MHF1658,Gastroenterology,Watermelon stomach is caused by diet,A myth links gastric condition to nutrition.,watermelonstomachdiet.org,Fake
MHF1659,Oncology,Cystosarcoma phyllodes is caused by hormones only,An oversimplified claim ignores genetic factors.,cystosarcomaphyllodeshormones.com,Fake
MHF1660,Oncology,Fibroadenoma is caused by pregnancy,A myth links breast tumor to gestation.,fibroadenomapregnancy.org,Fake
MHF1661,Allergy,Angiokeratoma is caused by allergy,A myth links skin lesion to allergy.,angiokeratomaallergy.com,Fake
MHF1662,Allergy,Angioedema is caused by stress,A psychosomatic claim blames swelling on emotions.,angioedemastress.org,Fake
MHF1663,Dermatology,Cutaneous larva migrans is caused by poor hygiene,A stigmatizing myth blames parasitic infection on cleanliness.,clmhygiene.com,Fake
MHF1664,Dermatology,Tungiasis is caused by walking barefoot only,An oversimplified claim ignores other risk factors.,tungiasisbarefoot.org,Fake
MHF1665,Ophthalmology,Conjunctival chemosis is caused by allergy only,An oversimplified claim ignores other causes.,chemosisallergy.com,Fake
MHF1666,Ophthalmology,Subconjunctival hemorrhage is caused by trauma only,An oversimplified claim ignores spontaneous causes.,subconjunctivaltrauma.org,Fake
MHF1667,Gastroenterology,Duodenal ulcer is caused by stress only,An outdated myth ignores H. pylori.,duodenalulcerstress.com,Fake
MHF1668,Gastroenterology,Gastric ulcer is caused by diet only,An oversimplified claim ignores H. pylori and NSAIDs.,gastriculcerdiet.org,Fake
MHF1669,Oncology,Pancreatic pseudocyst is caused by alcohol only,An oversimplified claim ignores other causes.,pancreaticpseudocystalcohol.com,Fake
MHF1670,Oncology,Mucinous cystadenoma is caused by hormones only,An oversimplified claim ignores genetic factors.,mucinouscystadenomahormones.org,Fake
MHF1671,Allergy,Serum sickness is caused by allergy,An oversimplified claim says immune complex reaction is allergic.,serumsicknessallergy.com,Fake
MHF1672,Allergy,Type I hypersensitivity is the only allergy,An oversimplified claim ignores other hypersensitivity types.,typeionlyallergy.org,Fake
MHF1673,Dermatology,Basal cell carcinoma is caused by sun only,An oversimplified claim ignores genetic factors.,bccsunonly.com,Fake
MHF1674,Dermatology,Squamous cell carcinoma is caused by sun only,An oversimplified claim ignores other causes.,sccsunonly.org,Fake
MHF1675,Ophthalmology,Corneal abrasion is caused by trauma only,An oversimplified claim ignores contact lens-related causes.,cornealabrasiontrauma.com,Fake
MHF1676,Ophthalmology,Corneal foreign body is caused by trauma only,An oversimplified claim ignores occupational exposure.,cornealforeignbodytrauma.org,Fake
MHF1677,Gastroenterology,Esophageal stricture is caused by GERD only,An oversimplified claim ignores other causes.,esophagealstricturegerd.com,Fake
MHF1678,Gastroenterology,Esophageal web is caused by iron deficiency only,An oversimplified claim ignores congenital causes.,esophagealwebiron.org,Fake
MHF1679,Oncology,Hepatocellular adenoma is caused by contraception only,An oversimplified claim ignores other causes.,hcacontraception.com,Fake
MHF1680,Oncology,Focal nodular hyperplasia is caused by hormones only,An oversimplified claim ignores other causes.,fnhhormones.org,Fake
MHF1681,Allergy,Mastocytosis is caused by allergy,An oversimplified claim says mast cell disease is allergic.,mastocytosisallergy.com,Fake
MHF1682,Allergy,Mast cell activation syndrome is psychosomatic,A dismissalist claim says MCAS is emotional.,mcaspsychosomatic.org,Fake
MHF1683,Dermatology,Keratoacanthoma is caused by sun only,An oversimplified claim ignores other causes.,keratoacanthomasun.com,Fake
MHF1684,Dermatology,Seborrheic keratosis is caused by aging only,An oversimplified claim ignores genetic factors.,seborrheickeratosisaging.org,Fake
MHF1685,Ophthalmology,Band keratopathy is caused by calcium only,An oversimplified claim ignores underlying diseases.,bandkeratopathycalcium.com,Fake
MHF1686,Ophthalmology,Keratomalacia is caused by vitamin A deficiency only,An oversimplified claim ignores other causes.,keratomalaciavitamina.org,Fake
MHF1687,Gastroenterology,Duodenal diverticulum is caused by diet,A myth links intestinal pouch to nutrition.,duodenaldiverticulumdiet.com,Fake
MHF1688,Gastroenterology,Jejunal diverticulum is caused by aging only,An oversimplified claim ignores other causes.,jejunaldiverticulumaging.org,Fake
MHF1689,Oncology,Renal oncocytoma is caused by toxins only,An oversimplified claim ignores genetic factors.,renaloncocytomatoxins.com,Fake
MHF1690,Oncology,Angiomyolipoma is caused by genetics only,An oversimplified claim ignores sporadic cases.,angimyolipomagenetics.org,Fake
MHF1691,Allergy,Eosinophilia is caused by allergy only,An oversimplified claim ignores other causes.,eosinophiliaallergy.com,Fake
MHF1692,Allergy,Basophilia is caused by allergy,A myth links basophil elevation to allergy.,basophiliaallergy.org,Fake
MHF1693,Dermatology,Lentigo is caused by sun only,An oversimplified claim ignores genetic factors.,lentigosunonly.com,Fake
MHF1694,Dermatology,Cafe au lait spots are caused by sun,A myth links birthmarks to UV exposure.,cafeaulait spotsun.org,Fake
MHF1695,Ophthalmology,Marcus Gunn pupil is caused by optic nerve disease only,An oversimplified claim ignores other causes.,marcusgunnopticnerve.com,Fake
MHF1696,Ophthalmology,Relative afferent pupillary defect is caused by glaucoma only,An oversimplified claim ignores other causes.,rapdglaucoma.org,Fake
MHF1697,Gastroenterology,Gut malrotation is caused by diet,A myth links congenital anomaly to nutrition.,gutmalrotationdiet.com,Fake
MHF1698,Gastroenterology,Annular pancreas is caused by genetics only,An oversimplified claim ignores sporadic cases.,annularpancreasgenetics.org,Fake
MHF1699,Oncology,Leydig cell tumor is caused by hormones only,An oversimplified claim ignores genetic factors.,leydigcellhormones.com,Fake
MHF1700,Oncology,Sertoli cell tumor is caused by hormones only,An oversimplified claim ignores genetic factors.,sertolicellhormones.org,Fake
MHF1701,Allergy,Aeroallergen sensitivity is caused by pollution only,An oversimplified claim ignores natural allergens.,aeroallergenpollution.com,Fake
MHF1702,Allergy,Indoor allergen sensitivity is caused by poor hygiene,A stigmatizing myth blames indoor allergies on cleanliness.,indoorallergyhygiene.org,Fake
MHF1703,Dermatology,Staphylococcal scalded skin syndrome is caused by allergy,A myth links bacterial toxin to allergy.,ssssallergy.com,Fake
MHF1704,Dermatology,Toxic epidermal necrolysis is caused by infection only,An oversimplified claim ignores drug causes.,teninfection.org,Fake
MHF1705,Ophthalmology,Acute angle-closure glaucoma is caused by stress,A psychosomatic claim blames glaucoma on emotions.,aacgstress.com,Fake
MHF1706,Ophthalmology,Neovascular glaucoma is caused by diabetes only,An oversimplified claim ignores other causes.,nvglaucomadiabetes.org,Fake
MHF1707,Gastroenterology,Protein intolerance is caused by allergy,An oversimplified claim says protein reactions are allergic.,proteinintoleranceallergy.com,Fake
MHF1708,Gastroenterology,Carbohydrate intolerance is caused by allergy,An oversimplified claim says carbohydrate reactions are allergic.,carbohydrateintoleranceallergy.org,Fake
MHF1709,Oncology,Myxoma is caused by genetics only,An oversimplified claim ignores sporadic cases.,myxomagenetics.com,Fake
MHF1710,Oncology,Lipoma is caused by diet,A myth links benign fat tumor to nutrition.,lipomadiet.org,Fake
MHF1711,Allergy,Wood dust allergy is caused by stress,A psychosomatic claim blames occupational allergy on emotions.,wooddustallergystress.com,Fake
MHF1712,Allergy,Grain dust allergy is caused by pollution,An oversimplified claim ignores occupational exposure.,graindustallergypollution.org,Fake
MHF1713,Dermatology,Hypertrophic scar is caused by poor wound care,A stigmatizing myth blames scar formation on care.,hypertrophicscarwoundcare.com,Fake
MHF1714,Dermatology,Atrophic scar is caused by aging only,An oversimplified claim ignores other causes.,atrophicscaraging.org,Fake
MHF1715,Ophthalmology,Uveitic glaucoma is caused by inflammation only,An oversimplified claim ignores other causes.,uveiticglaucomainflammation.com,Fake
MHF1716,Ophthalmology,Phacolytic glaucoma is caused by cataract only,An oversimplified claim ignores other causes.,phacolyticglaucomacataract.org,Fake
MHF1717,Gastroenterology,Zollinger-Ellison syndrome is caused by diet,A myth links gastrinoma to nutrition.,zesdiet.com,Fake
MHF1718,Gastroenterology,Gastrinoma is caused by stress,A psychosomatic claim blames neuroendocrine tumor on emotions.,gastrinomastress.org,Fake
MHF1719,Oncology,Hemangiopericytoma is caused by genetics only,An oversimplified claim ignores environmental factors.,hemangiopericytomagenetics.com,Fake
MHF1720,Oncology,Solitary fibrous tumor is caused by trauma,A myth links tumor to injury.,solitaryfibroustrauma.org,Fake
MHF1721,Allergy,Scombroid poisoning is caused by allergy,An oversimplified claim says histamine reaction is allergic.,scombroidallergy.com,Fake
MHF1722,Allergy,Ciguatera poisoning is caused by allergy,An oversimplified claim says marine toxin reaction is allergic.,ciguateraallergy.org,Fake
MHF1723,Dermatology,Contact leukoderma is caused by allergy,An oversimplified claim says depigmentation is allergic.,contactleukodermaallergy.com,Fake
MHF1724,Dermatology,Occupational dermatosis is caused by stress,A psychosomatic claim blames work-related skin issues on emotions.,occupationaldermatosisstress.org,Fake
MHF1725,Ophthalmology,Scleromalacia is caused by rheumatoid arthritis only,An oversimplified claim ignores other causes.,scleromalaciara.com,Fake
MHF1726,Ophthalmology,Corneal melt is caused by autoimmune only,An oversimplified claim ignores infectious causes.,cornealmeltautoimmune.org,Fake
MHF1727,Gastroenterology,Intestinal lymphangiectasia is caused by infection,A myth links lymphatic condition to microbes.,intestinal lymphangiectasiainfection.com,Fake
MHF1728,Gastroenterology,Whipple disease is caused by diet,A myth links rare infection to nutrition.,whippledisease diet.org,Fake
MHF1729,Oncology,Spindle cell tumor is caused by genetics only,An oversimplified claim ignores environmental factors.,spindlecellgenetics.com,Fake
MHF1730,Oncology,Giant cell tumor is caused by trauma,A myth links bone tumor to injury.,giantcelltrauma.org,Fake
MHF1731,Allergy,Seminal plasma hypersensitivity is caused by allergy,An oversimplified claim ignores other causes.,seminalplasmaallergy.com,Fake
MHF1732,Allergy,Progesterone hypersensitivity is caused by allergy,An oversimplified claim ignores autoimmune mechanisms.,progesteronehypersensitivityallergy.org,Fake
MHF1733,Dermatology,Acanthosis nigricans is caused by diabetes only,An oversimplified claim ignores other causes.,acanthosisdiabetes.com,Fake
MHF1734,Dermatology,Confluent and reticulated papillomatosis is caused by infection,A myth links skin condition to microbes.,carpinfect ion.org,Fake
MHF1735,Ophthalmology,Ocular ischemic syndrome is caused by carotid disease only,An oversimplified claim ignores other causes.,oiscarotid.com,Fake
MHF1736,Ophthalmology,Amaurosis fugax is caused by stress,A psychosomatic claim blames transient blindness on emotions.,amaurosisfugaxstress.org,Fake
MHF1737,Gastroenterology,Eosinophilic colitis is caused by food allergy,An oversimplified claim says EoC is allergic.,eosinophiliccolitisfood.com,Fake
MHF1738,Gastroenterology,Lymphocytic colitis is caused by medication,An oversimplified claim ignores other causes.,lymphocyticcolitismedication.org,Fake
MHF1739,Oncology,Chondrosarcoma is caused by genetics only,An oversimplified claim ignores environmental factors.,chondrosarcomagenetics.com,Fake
MHF1740,Oncology,Chordoma is caused by trauma,A myth links notochord tumor to injury.,chordom atrauma.org,Fake
MHF1741,Allergy,Exercise-induced anaphylaxis is caused by food alone,An oversimplified claim ignores exercise as co-factor.,eiafoodonly.com,Fake
MHF1742,Allergy,Cold-induced urticaria is caused by allergy,An oversimplified claim says physical urticaria is allergic.,coldurticariaallergy.org,Fake
MHF1743,Dermatology,Erythema toxicum is caused by infection,A myth links newborn rash to microbes.,erythematoxicuminfection.com,Fake
MHF1744,Dermatology,Neonatal acne is caused by maternal hormones only,An oversimplified claim ignores other causes.,neonatalacnematernal.org,Fake
MHF1745,Ophthalmology,Ophthalmia neonatorum is caused by trauma,A myth links newborn eye infection to birth injury.,ophthalmianeonatorumtrauma.com,Fake
MHF1746,Ophthalmology,Neonatal conjunctivitis is caused by chemicals only,An oversimplified claim ignores infectious causes.,neonatalconjunctivitischemicals.org,Fake
MHF1747,Gastroenterology,Necrotizing enterocolitis is caused by formula feeding only,An oversimplified claim ignores other risk factors.,necformulaonly.com,Fake
MHF1748,Gastroenterology,Meconium ileus is caused by diet,A myth links newborn bowel obstruction to nutrition.,meconiumileusdiet.org,Fake
MHF1749,Oncology,Congenital glioblastoma is caused by genetics only,An oversimplified claim ignores environmental factors.,congenitalgbmgenetics.com,Fake
MHF1750,Oncology,Neonatal neuroblastoma is caused by genetics only,An oversimplified claim ignores environmental factors.,neonatalneuroblastomagenetics.org,Fake
MHF1751,Allergy,Allergic proctocolitis is caused by food only,An oversimplified claim says infant allergy is food-driven.,allergicproctocolitisfood.com,Fake
MHF1752,Allergy,Food protein-induced enterocolitis is caused by allergy,An oversimplified claim says FPIES is allergic.,fpiesallergy.org,Fake
MHF1753,Dermatology,Infantile hemangioma is caused by stress,A myth links birthmark to maternal emotions.,infantilehemangiomastress.com,Fake
MHF1754,Dermatology,Capillary malformation is caused by trauma,A myth links birthmark to injury.,capillarymalformationtrauma.org,Fake
MHF1755,Ophthalmology,Retinopathy of prematurity is caused by oxygen only,An oversimplified claim ignores other risk factors.,ropoxygenonly.com,Fake
MHF1756,Ophthalmology,Persistent fetal vasculature is caused by genetics only,An oversimplified claim ignores other causes.,pfvgenetics.org,Fake
MHF1757,Gastroenterology,Hirschsprung disease is caused by diet,A myth links congenital aganglionosis to nutrition.,hirschsprungdiet.com,Fake
MHF1758,Gastroenterology,Imperforate anus is caused by genetics only,An oversimplified claim ignores environmental factors.,imperforateanusgenetics.org,Fake
MHF1759,Oncology,Wilms tumor is caused by trauma,A myth links kidney tumor to injury.,wilmstrauma.com,Fake
MHF1760,Oncology,Neuroblastoma is caused by infection,A myth links pediatric tumor to microbes.,neuroblastomainfection.org,Fake
MHF1761,Allergy,Allergic fungal sinusitis is caused by allergy only,An oversimplified claim ignores fungal component.,afsallergy.com,Fake
MHF1762,Allergy,Eosinophilic mucin is caused by allergy,An oversimplified claim ignores sinus pathology.,eosinophilicmucinallergy.org,Fake
MHF1763,Dermatology,Pyogenic granuloma is caused by infection,A myth links vascular lesion to bacteria.,pyogenicgranulomainfection.com,Fake
MHF1764,Dermatology,Cherry angioma is caused by aging only,An oversimplified claim ignores genetic factors.,cherryangiomaaging.org,Fake
MHF1765,Ophthalmology,Coats disease is caused by trauma,A myth links retinal telangiectasia to injury.,coatsdiseasestrauma.com,Fake
MHF1766,Ophthalmology,Norrie disease is caused by genetics only,An oversimplified claim ignores environmental factors.,norriediseasegenetics.org,Fake
MHF1767,Gastroenterology,Glycogen storage disease is caused by diet,A myth links metabolic condition to nutrition.,gsddiet.com,Fake
MHF1768,Gastroenterology,Galactosemia is caused by diet,A myth links metabolic condition to milk consumption.,galactosemiamilk.org,Fake
MHF1769,Oncology,Retinoblastoma is caused by trauma,A myth links eye tumor to injury.,retinoblastomatrauma.com,Fake
MHF1770,Oncology,Medulloblastoma is caused by genetics only,An oversimplified claim ignores environmental factors.,medulloblastomagenetics.org,Fake
MHF1771,Allergy,Seasonal allergic rhinitis is caused by stress,A psychosomatic claim blames hay fever on emotions.,sarstress.com,Fake
MHF1772,Allergy,Perennial allergic rhinitis is caused by stress,A psychosomatic claim blames chronic rhinitis on emotions.,parstress.org,Fake
MHF1773,Dermatology,Traumatic tattoo is caused by injury only,An oversimplified claim ignores other causes.,traumatictattooinjury.com,Fake
MHF1774,Dermatology,Foreign body granuloma is caused by infection,A myth links granuloma to microbes.,foreignbodygranulomainfection.org,Fake
MHF1775,Ophthalmology,Corneal dystrophy is caused by contact lenses,A myth links corneal condition to lens wear.,cornealdystrophycontact.com,Fake
MHF1776,Ophthalmology,Corneal degeneration is caused by aging only,An oversimplified claim ignores other causes.,cornealdegenerationaging.org,Fake
MHF1777,Gastroenterology,Pancreatic insufficiency is caused by alcohol only,An oversimplified claim ignores genetic causes.,pancreaticinsufficiencyalcohol.com,Fake
MHF1778,Gastroenterology,Exocrine pancreatic insufficiency is caused by diet,A myth links enzyme deficiency to nutrition.,epi diet.org,Fake
MHF1779,Oncology,Teratoma is caused by genetics only,An oversimplified claim ignores environmental factors.,teratomagenetics.com,Fake
MHF1780,Oncology,Dermoid cyst is caused by trauma,A myth links benign tumor to injury.,dermoidcysttrauma.org,Fake
MHF1781,Allergy,Hyperbilirubinemia is caused by allergy,A myth links jaundice to allergy.,hyperbilirubinemiaallergy.com,Fake
MHF1782,Allergy,Gilbert syndrome is caused by allergy,A myth links benign jaundice to allergy.,gilbertsyndromeallergy.org,Fake
MHF1783,Dermatology,Nail psoriasis is caused by trauma,A myth links nail condition to injury.,nailpsoriasistrauma.com,Fake
MHF1784,Dermatology,Onychomycosis is caused by poor hygiene,A stigmatizing myth blames fungal infection on cleanliness.,onychomycosishygiene.org,Fake
MHF1785,Ophthalmology,Onchocerciasis is caused by dirty water,A myth links river blindness to water quality.,onchocerciasiswater.com,Fake
MHF1786,Ophthalmology,Trachoma is caused by poor hygiene,A stigmatizing myth blames eye infection on cleanliness.,trachomahygiene.org,Fake
MHF1787,Gastroenterology,Ascariasis is caused by poor hygiene,A stigmatizing myth blames parasitic infection on cleanliness.,ascariasis hygiene.com,Fake
MHF1788,Gastroenterology,Giardiasis is caused by dirty water only,An oversimplified claim ignores other transmission routes.,giardiasiswater.org,Fake
MHF1789,Oncology,Hydatid cyst is caused by diet,A myth links parasitic cyst to nutrition.,hydatidcystdiet.com,Fake
MHF1790,Oncology,Echinococcosis is caused by stress,A myth links parasitic disease to emotions.,echinococcosisstress.org,Fake
MHF1791,Allergy,Allergic conjunctivitis is caused by stress,A psychosomatic claim blames eye allergy on emotions.,allergicconjunctivitistress.com,Fake
MHF1792,Allergy,Giant papillary conjunctivitis is caused by contact lenses only,An oversimplified claim ignores other causes.,gpccontactsonly.org,Fake
MHF1793,Dermatology,Actinic keratosis is caused by sun only,An oversimplified claim ignores other risk factors.,aksunonly.com,Fake
MHF1794,Dermatology,Bowen disease is caused by sun only,An oversimplified claim ignores other causes.,bowensunonly.org,Fake
MHF1795,Ophthalmology,Pseudoexfoliation syndrome is caused by aging only,An oversimplified claim ignores genetic factors.,pexaging.com,Fake
MHF1796,Ophthalmology,Pigment dispersion syndrome is caused by trauma,A myth links pigmentary glaucoma to injury.,pigmentdispersio ntrauma.org,Fake
MHF1797,Gastroenterology,Portal hypertension is caused by alcohol only,An oversimplified claim ignores other causes.,portalhypertensionalcohol.com,Fake
MHF1798,Gastroenterology,Esophageal varices are caused by alcohol only,An oversimplified claim ignores other causes.,esophagealvaricesalcohol.org,Fake
MHF1799,Oncology,Splenic lymphoma is caused by infection,A myth links spleen tumor to microbes.,spleniclymphomainfection.com,Fake
MHF1800,Oncology,Splenic hemangioma is caused by trauma,A myth links vascular tumor to injury.,splenichemangiomatrauma.org,Fake
MHF1801,Allergy,Allergic bronchitis is caused by stress,A psychosomatic claim blames bronchitis on emotions.,allergicbronchitisstress.com,Fake
MHF1802,Allergy,Allergic pneumonitis is caused by allergy only,An oversimplified claim ignores other causes.,allergicpneumonitisallergy.org,Fake
MHF1803,Dermatology,Dermatitis herpetiformis is caused by stress,A psychosomatic claim blames skin condition on emotions.,dermatitisherpetiformisstress.com,Fake
MHF1804,Dermatology,Linear IgA disease is caused by infection,A myth links autoimmune blistering to microbes.,linearigainfection.org,Fake
MHF1805,Ophthalmology,Sjogren syndrome is caused by dry eye only,An oversimplified claim ignores systemic autoimmunity.,sjogrendryeyeonly.com,Fake
MHF1806,Ophthalmology,Keratoconjunctivitis sicca is caused by aging only,An oversimplified claim ignores autoimmune causes.,kcsagingonly.org,Fake
MHF1807,Gastroenterology,Autoimmune pancreatitis is caused by diet,A myth links pancreatic inflammation to nutrition.,aipdiet.com,Fake
MHF1808,Gastroenterology,IgG4-related disease is caused by infection,A myth links systemic condition to microbes.,igg4infection.org,Fake
MHF1809,Oncology,Plasmacytoma is caused by infection,A myth links plasma cell tumor to microbes.,plasmacytomainfection.com,Fake
MHF1810,Oncology,Amyloidosis is caused by diet,A myth links protein deposition to nutrition.,amyloidosisdiet.org,Fake
MHF1811,Allergy,Allergic vasculitis is caused by stress,A psychosomatic claim blames vasculitis on emotions.,allergicvasculitisstress.com,Fake
MHF1812,Allergy,Hypersensitivity vasculitis is caused by allergy,An oversimplified claim says vasculitis is allergic.,hypersensitivityvasculitisallergy.org,Fake
MHF1813,Dermatology,Erythema induratum is caused by infection,A myth links skin condition to TB.,erythemainduratumtb.com,Fake
MHF1814,Dermatology,Nodular vasculitis is caused by stress,A psychosomatic claim blames skin nodules on emotions.,nodularvasculitisstress.org,Fake
MHF1815,Ophthalmology,Sclerouveitis is caused by infection,A myth links eye inflammation to microbes.,sclerouveitisinfection.com,Fake
MHF1816,Ophthalmology,Uveoscleritis is caused by trauma,A myth links eye inflammation to injury.,uveoscleritistrauma.org,Fake
MHF1817,Gastroenterology,Ischemic colitis is caused by stress,A psychosomatic claim blames bowel ischemia on emotions.,ischemiccolitisstress.com,Fake
MHF1818,Gastroenterology,Radiation colitis is caused by stress,A myth links radiation injury to emotions.,radiationcolitisstress.org,Fake
MHF1819,Oncology,Radiation-induced sarcoma is caused by stress,A myth links radiation tumor to emotions.,radiationinducedsarcomastress.com,Fake
MHF1820,Oncology,Radiation-induced breast cancer is caused by stress,A myth links radiation tumor to emotions.,radiationbreastcancerstress.org,Fake
MHF1821,Allergy,Allergic contact dermatitis is caused by stress,A psychosomatic claim blames contact allergy on emotions.,allergiccontactdermatitisstress.com,Fake
MHF1822,Allergy,Irritant contact dermatitis is caused by stress,A psychosomatic claim blames irritant reaction on emotions.,irritantcdstress.org,Fake
MHF1823,Dermatology,Photoallergic dermatitis is caused by stress,A psychosomatic claim blames photoallergy on emotions.,photoallergicdermatitisstress.com,Fake
MHF1824,Dermatology,Phototoxic dermatitis is caused by stress,A psychosomatic claim blames phototoxicity on emotions.,phototoxicdermatitisstress.org,Fake
MHF1825,Ophthalmology,Photokeratitis is caused by stress,A myth links UV keratitis to emotions.,photokeratitisstress.com,Fake
MHF1826,Ophthalmology,Solar retinopathy is caused by stress,A myth links sun damage to emotions.,solarretinopathystress.org,Fake
MHF1827,Gastroenterology,Drug-induced hepatitis is caused by stress,A myth links drug liver injury to emotions.,druginducedhepatitisstress.com,Fake
MHF1828,Gastroenterology,Drug-induced pancreatitis is caused by stress,A myth links drug pancreatic injury to emotions.,druginducedpancreatitisstress.org,Fake
MHF1829,Oncology,Drug-induced leukemia is caused by stress,A myth links drug-related leukemia to emotions.,druginducedleukemiastress.com,Fake
